ID	name
139	synchrodyn
140	althiazide
141	altretamine
142	alverine
143	alvimopan
144	amantadine
144	adamantamine
144	adamantanamine
144	adamantylamine
145	ambazone
145	faringosept
145	1,4-benzoquinone amidinohydrazone thiosemicarbazone
145	inversal
145	iversal
145	ivertol
146	ambenonium chloride
147	ambroxol
148	ambucetamide
149	ambutonium
150	amcinonide
151	amdinocillin pivoxil
152	amezinium
153	amezinium methyl sulfate
154	amfenac
155	amidephrine
156	amifostine
157	amikacin
158	amiloride
159	aminaftone
160	aminacrine
161	amineptine
162	aminitrozole
163	aminocaproic acid
163	6-Aminocaproic acid
163	6-Aminohexanoic acid
163	acepramin
163	epsilon-aminocaproic acid
164	aminoglutethimide
165	aminohippuric acid
166	aminolevulinic acid
166	5-amino-4-oxopentanoic acid
166	aladerm
166	alasens
166	levulan
166	5-aminolevulinic acid
166	5-aminolevulinic acid hydrochloride
167	aminolevulinic acid hexyl ester
168	aminolevulinic acid methyl ester
168	5-Amino-4-oxopentanoic acid methyl ester
168	methyl aminolevulinate
169	aminometradine
170	aminopentamide
171	aminophenazone
171	aminopyrine
172	aminopicoline
172	2-amino-4-methylpyridine
172	aminton
172	ascensil
173	aminopromazine
173	proquamezine
173	aminopromazin
173	iminopromazine
174	aminoquinuride
175	aminorex
175	aminoxafen
175	aminoxaphen
175	apiquel
176	amiodarone
177	amiphenazole
178	amiprilose
179	amisulpride
180	amitriptyline
181	amitriptyline n-oxide
182	amlexanox
182	amoxanox
182	aphtheal
182	amlenanox
183	amlodipine
184	amobarbital
185	amocarzine
186	amodiaquine
187	amolanone
188	amorolfine
189	amoscanate
189	nithiocyamine
189	p-(p-Nitroanilino)phenyl isothiocyanate
190	amosulalol
191	amoxapine
192	amoxicillin
193	amperozide
194	amphenidone
195	amphetamine
195	adderall
195	1-Benzylethylamine
195	phenedrine
195	(+/-)-1-Phenyl-2-aminopropane
196	amphetaminil
197	amphotericin b
198	ampicillin
199	ampiroxicam
200	amprenavir
201	amrinone
202	amrubicin
203	amsacrine
204	amtolmetin guacil
205	amyl nitrite
205	vaporole
205	nitramyl
206	amylocaine
207	anabasine
207	(-)-Anabasine
207	(S)-Anabasine
207	anabasin
207	neonicotine
208	anagestone acetate
209	anagrelide
210	anastrozole
211	anazolene
212	ancitabine
213	androisoxazole
214	androstenediol
215	androstenedione
216	anecortave
217	anecortave acetate
218	anethole trithione
219	anhydrovinblastine
219	anhydrovincaleukoblastine
220	anileridine
221	aniracetam
222	anisindione
223	anisotropine
224	antazoline
225	antergan
226	anthralin
227	apalcillin
228	apomorphine
228	(-)-Apomorphine
228	apomorphin
228	L-Apomorphine
229	apraclonidine
230	aprepitant
231	aprindine
232	aprobarbital
233	aptrol
233	p-methylamphetamine
233	(+/-)-1-(4-Methylphenyl)-2-aminopropane
234	aranidipine
235	arbekacin
235	AHB-DKB
235	HABA-DKB
236	arbidol
237	arbutamine
238	arecoline
238	arecaidine methyl ester
238	arecolin
238	arecoline base
238	methyl arecaidin
238	methylarecaidine
239	argatroban
241	arglabin
242	aripiprazole
243	arotinolol
244	arsenic trioxide
245	artemether
245	artemos
245	artenam
245	artesaph
245	dihydroartemisinin methyl ether
245	falcidol
245	gvither
245	malartem
245	beta-Artemether
246	artemotil
246	beta-arteether
247	artesunate
247	arinate
247	arsuamoon
247	arsumax
247	artesunic acid
247	cosunate
247	dihydroqinghasu hemsuccinate
248	aspoxicillin
249	astemizole
250	astromicin
250	fortimicin a
250	Antibiotic KW 1070
251	astromicin b
251	fortimicin b
252	asulacrine
252	amsalog
253	asverin
254	atazanavir
255	atenolol
256	atomoxetine
257	atorvastatin
257	atorvastatin acid
257	cardyl
258	atovaquone
259	atracurium
260	atropine
261	atropine n-oxide
264	azanidazole
265	azapetine
266	azapropazone
266	azapropazone dihydrate
266	apazone
266	cinnamin
266	cinnopropazone
266	prolixan
267	azasetron
268	azatadine
269	azathioprine
270	azelaic acid
271	azelastine
272	azelnidipine
273	azidocillin
274	azimilide
275	azintamide
276	azithromycin
277	azlocillin
278	azosemide
279	aztreonam
279	azonam
279	azthreonam
279	aztreon
279	monobactam
279	nebactam
279	primbactam
280	bacampicillin
281	bacitracin
282	baclofen
283	balofloxacin
284	balsalazide
285	bambuterol
286	bamethan
287	bamifylline
288	bamipine
289	barbital
290	barnidipine
291	beclamide
292	beclobrate
293	beclometasone dipropionate
294	beclomethasone
295	befunolol
296	belotecan
297	bemetizide
298	benactyzine
299	benazepril
300	benazeprilat
301	bencyclane
302	bendamustine
303	bendazac
304	bendazol
305	bendroflumethiazide
306	benexate
307	benfluorex
308	benfotiamine
310	benorylate
311	benoxaprofen
312	benperidol
313	benproperine
314	benserazide
315	bentazepam
316	bentiromide
317	benzarone
318	benzbromarone
319	benzestrol
320	benzilonium
321	benziodarone
322	benznidazole
323	benzocaine
323	norcaine
323	4-Carbethoxyaniline
324	benzoctamine
325	benzomethamine
326	benzonatate
327	benzoylpas
328	benzoyl peroxide
329	benzphetamine
330	benzquercin
330	quercetin pentabenzyl ether
330	parietrope
330	benzquercine
330	3,3',4',5,7-Pentabenzyloxyflavone
331	benzquinamide
332	benzthiazide
333	benztropine
334	benzyl alcohol
334	benzenemethanol
334	phenylmethanol
334	phenylcarbinol
334	hydroxytoluene
335	benzyl benzoate
336	benzylhydrochlorothiazide
337	benzylpenicilloyl polylysine
338	benzylsulfonamidobenzoic acid
339	benzylthiouracil
340	bephenium
341	bepotastine
342	bepridil
343	beraprost
344	beta acetyldigoxin
345	beta-carotene
346	betahistine
346	beta-histine
347	betaine
347	oxyneurine
347	betafin
347	glycine betaine
348	betamethasone
349	betamethasone acetate
350	betamethasone acibutate
351	betamethasone benzoate
352	betamethasone butyrate propionate
353	betamethasone dipropionate
354	betamethasone valerate
355	betamipron
356	betaxolol
357	betazole
358	bethanechol
358	carbamoyl-beta-methylcholine
358	carbamyl-beta-methylcholine
358	liberan
359	bethanidine
360	bevantolol
361	bexarotene
362	bezafibrate
363	bezitramide
363	benzitramide
363	burgodin
364	bialamicol
364	camoform
365	biapenem
366	bibenzonium
367	bicalutamide
368	bidisomide
369	bifemelane
369	4-(o-Benzylphenoxy)-N-methylbutylamine
370	bifonazole
371	bimatoprost
372	binifibrate
373	biotin
373	coenzyme R
373	D-Biotin
374	biperiden
375	bisacodyl
376	bisantrene
377	bisaramil
378	bisbentiamine
380	bisoprolol
381	bisorcic
382	bisoxatin acetate
383	bisulepin
384	bitolterol
385	bivalirudin
385	angiomax
385	angiox
385	hirulog
387	bleomycin
388	blonanserin
389	bopindolol
390	bornaprine
391	bortezomib
391	velcade
391	radiciol
392	bosentan
392	actelion
392	tracleer
393	brallobarbital
394	bretylium
395	brimonidine
396	brinzolamide
397	brivudine
398	brodimoprim
399	bromazepam
400	bromebrate
401	bromfenac
402	bromhexine
403	bromocriptine
403	bromocriptin
403	bromocryptine
403	ergolactin
403	2-bromoergocriptine
404	bromodiphenhydramine
405	bromoform
406	bromopride
407	bromperidol
408	brompheniramine
409	brotizolam
410	brovanexine
411	brovincamine
412	broxyquinoline
413	bucetin
414	bucillamine
415	bucladesine
416	buclizine
417	bucloxic acid
418	bucumolol
419	budesonide
420	budipine
421	budralazine
422	buflomedil
423	buformin
423	buformine
423	butformin
423	butylbiguanide
423	butyldiguanide
424	bufuralol
425	bulaquine
426	bumadizone
427	bumetanide
428	bunaftine
429	bunazosin
430	bunitrolol
431	levobunolol
432	bupivacaine
433	bupranolol
434	buprenorphine
434	buprenorfine
434	norspan
435	bupropion
436	buserelin
437	buspirone
438	busulfan
439	butabarbital
440	butalamine
441	butalbital
442	butamirate
443	butaperazine
443	butyrylperazine
443	emerex
443	megalectil
443	randolectil
444	butenafine
445	butethamate
446	buthiazide
447	butibufen
448	butinoline
449	butobarbitone
450	butoconazole
451	butoctamide
452	butoctamide hemisuccinate
453	butofilolol
454	butorphanol
455	butriptyline
456	butropium
457	butropium bromide
458	butylscopolammonium
459	buzepide
460	cabergoline
461	cadralazine
462	cafedrine
463	caffeine
463	1,3,7-trimethyl-2,6-dioxopurine
463	7-methyltheophylline
463	cafalgine
463	cafeina
463	durvitan
463	guaranine
463	thein
464	calcidiol
465	calcipotriol
466	calcitriol
467	caldiamide
468	calusterone
469	camazepam
470	camphor
470	alphanon
470	borneo camphor
470	DL-Camphor
470	root bark oil
470	2-Bornanone
470	2-Camphanone
471	camostat mesylate
472	camylofin
473	canadine
474	candesartan
475	candesartan cilexitil
476	candoxatril
477	canrenoate
478	canrenone
479	canthaxanthin
480	capecitabine
481	capobenic acid
482	capreomycin 1b
483	captodiame
484	captopril
485	capuride
486	caramiphen
487	carazolol
488	carbachol
488	carbastat
488	carboptic
488	isopto carbachol
488	miostat
489	carbamazepine
491	carbazochrome
492	carbenicillin
493	carbenoxolone
493	biogastrone
493	glycyrrhetinic acid hydrogen succinate
494	carbetapentane
495	carbetocin
496	carbidopa
497	carbimazole
499	carbinoxamine
502	carboprost
503	carboquone
504	carbromal
505	carbutamide
505	nadisan
505	nadizan
505	norboral
505	aminophenurobutane
505	bucarban
505	burcol
505	butisulfina
505	carbutamid
506	carbuterol
507	carfecillin
508	carindacillin
509	carisoprodol
510	carminomycin
511	carmofur
512	carmustine
513	carnitine
513	(-)-Carnitine
513	(-)-L-Carnitine
513	(R)-Carnitine
513	carniking
513	carnilean
513	carnitene
513	carnivit
513	l-Carnitine
513	levocarnitine
514	caroverine
515	carperitide
516	carphenazine
516	carfenazine
516	carphenazin
516	proketazine
517	carpipramine
518	carprofen
519	carpronium
519	actinamin
519	actinomin
519	carpronium chloride
519	furozin
520	carteolol
521	carumonam
522	carvedilol
523	caspofungin
524	cefacetrile
525	cefaclor
526	cefadroxil
526	cefadrox
526	cephadroxil
527	cefamandole
528	cefamandole nafate
529	cefatrizine
530	cefazolin
531	cefcanel
532	cefcapene pivoxil
533	cefdinir
534	cefditoren pivoxil
535	cefepime
536	cefetamet pivoxil
537	cefixime
538	cefmenoxime
539	cefmetazole
540	cefminox
541	cefodizime
542	cefonicid
543	cefoperazone
544	ceforanide
545	cefoselis
546	cefotaxime
547	cefotetan
548	cefotiam
549	cefotiam hexetil
550	cefoxitin
551	cefozopran
552	cefpiramide
553	cefpirome
554	cefpodoxime
555	cefpodoxime proxetil
556	cefprozil
557	cefroxadine
558	cefsulodin
559	ceftazidime
559	biotum
559	cefazid
559	ceftacidin
559	ceftazidine
559	tazicef
559	tazidime
560	cefteram pivoxil
561	ceftezole
562	ceftibuten
563	ceftizoxime
564	ceftriaxone
564	biotrakson
564	rocefin
564	rocephalin
564	rophex
565	cefuroxime
566	cefuroxime axetil
567	cefuroxime pivoxetil
568	celecoxib
569	celiprolol
570	centchroman
571	cephalexin
572	cephaloglycin
573	cephaloridine
574	cephalothin
575	cephapirin
576	cephradine
577	cerivastatin
577	baychol
578	cerulenin
579	ceruletide
580	cetiedil
581	cetirizine
582	cetraxate
583	cetrorelix
584	cevimeline
585	chlophedianol
586	chloral hydrate
586	chloraldurat
586	nycoton
586	phaldrone
586	trichloroacetaldehyde hydrate
588	chlorambucil
589	chloramphenicol
590	chloramphenicol palmitate
591	chlorazanil
592	chlorbetamide
593	chlorcyclizine
593	chlorcycline
593	chlorocycline
593	perazyl
594	chlordiazepoxide
596	chlorhexadol
596	chloralodol
597	chlorhexidine
597	chlorohex
597	chlorohexidine
598	chlorisondamine
599	chlormadinone
600	chlormadinone acetate
602	chlormethiazole
602	clomethiazole
602	chlorethiazol
602	chlorethiazole
602	chlormethiazol
602	clomethiazolum
602	distraneurin
602	emineurina
603	chlormezanone
604	chlornaphazine
605	chloroprocaine
606	chloropyramine
607	chloroquine
608	chlorothen
609	chlorothiazide
610	chlorotrianisene
611	chloroxine
612	chlorozotocin
612	chlorozotocine
613	chlorphenesin
614	chlorphenesin carbamate
615	chlorphenethazine
615	chlorfenethazine
615	ethyl chlorpromazine
616	chlorpheniramine
617	chlorphenoxamide
618	chlorphentermine
618	clorfentermina
618	desopimon
618	teramine
619	chlorproethazine
619	RP 4909
619	2-Chloro-10-(3-diethylaminopropyl)phenothiazine
620	chlorproguanil
621	chlorpromazine
621	2-Chloropromazine
621	chlordelazin
621	chlorderazin
621	thorazine
622	chlorpropamide
623	chlorprothixene
623	chlorprothixen
623	chlorprotixen
623	chlorprotixene
623	chlothixen
623	chorprothixene
624	chlortetracycline
625	chlorthalidone
625	chlortalidone
625	chlorthalidon
626	chlorzoxazone
626	5-Chlorobenzoxazolidone
626	chlorzoxazon
626	chloroxazone
627	choline alfoscerate
628	chromocarb
629	cianidanol
630	cifenline
630	cibenzoline
631	cicaprost
632	ciclacillin
633	ciclesonide
634	cicletanine
635	ciclonium
636	ciclopirox
637	cicloprolol
638	cicloxilic acid
639	cidofovir
640	cilastatin
641	cilazapril
642	cilnidipine
643	cilomilast
644	cilostazol
645	cimetidine
645	tagamet
645	tametin
645	ulcedin
645	ulcedine
645	ulcerex
645	ulcerfen
646	cimetropium bromide
647	cinacalcet
648	cinalukast
649	cinametic acid
650	cinepazet
651	cinepazide
652	cinitapride
653	cinnamaverine
654	cinnarizine
655	cinnoxicam
656	cinolazepam
657	cinoxacin
658	ciprofibrate
659	ciprofloxacin
660	cisapride
660	acenalin
660	alimix
660	cipril
660	coordinax
660	prepulsid
660	propulsid
660	risamal
661	cisatracurium besylate
663	citalopram
664	citicoline
665	citiolone
665	citiolase
665	thioxidrene
665	N-Acetylhomocysteine thiolactone
666	citric acid
667	cladribine
668	clarithromycin
669	clavulanic acid
669	clavulanate
670	clebopride
671	clemastine
672	clemizole
673	clenbuterol
674	clevidipine
675	clidanac
676	clidinium
677	clinafloxacin
678	clindamycin
679	clindamycin palmitate
680	clinofibrate
681	clioquinol
682	clobazam
682	clobazepam
682	frisium
682	frizium
682	urbadan
683	clobenoside
684	clobenzorex
685	clobetasol
686	clobutinol
687	clocapramine
688	clocinizine
689	clocortolone
690	clodronic acid
691	clofarabine
692	clofazimine
693	clofenamide
694	clofibrate
694	ticlobran
694	xyduril
694	p-chlorophenoxyisobutyric acid ethyl ester
694	lipavil
694	lipavlon
694	lipomid
694	liprinal
694	miscleron
694	misclerone
695	clofibric acid
696	clofibride
697	cloforex
698	clometacin
699	clometocillin
700	clomiphene
701	clomipramine
702	clomocycline
703	clonazepam
704	clonidine
705	clonixin
706	clopamide
707	cloperastine
708	clopidogrel
709	cloprednol
710	cloranolol
711	clorazepate
711	chlorazepate
712	clorexolone
713	cloricromene
714	clorprenaline
715	clortermine
715	chlortermine
715	o-Chlorophentermine
716	clostebol acetate
717	clothiapine
717	clothiapin
717	clotiapine
717	entumine
718	clotiazepam
719	clotrimazole
720	cloxacillin
721	cloxazolam
722	clozapine
722	asaleptin
722	azaleptine
722	clozapin
722	clozaril
722	fazaclo
722	klozapol
722	leponex
723	cocaine
723	cocain
723	benzoylmethylecgonine
724	cocaethylene
725	codeine
725	(-)-Codeine
725	morphine monomethyl ether
725	methylmorphine
726	colchicine
727	colestyramine
728	colestipol
729	colforsin dapropate hydrochloride
730	colfosceril palmitate
731	colistimethate
732	conivaptan
733	estropipate
734	cortisone
735	cortisone acetate
736	cortivazol
737	cotinine
738	coumarin
738	1,2-Benzopyrone
738	2-Chromenone
739	creatinolfosfate
740	croconazole
741	cromoglycate
742	cromolyn
743	cropropamide
744	crotamiton
745	crotetamide
746	cyamemazine
746	ciamatil
746	cianatil
746	cyamemazin
746	cyamepromazine
746	cyamepromezine
747	cyclandelate
748	cyclazocine
749	cyclizine
750	cyclobarbital
751	cyclobenzaprine
752	cyclobutyrol
753	cyclofenil
754	cycloguanil
755	cyclopentamine
755	cyclopentamin
755	cyclopentadrine
755	cyclonarol
756	cyclopenthiazide
757	cyclopentolate
758	cyclophosphamide
759	cycloserine
759	seromycin
759	oxamycin
759	farmiserina
759	miroseryn
759	cyclorin
759	(R)-4-amino-1,2-oxazolidin-3-one
760	cyclosporine a
760	cyclosporine
760	ciclosporin
760	cyclosporin
761	cyclothiazide
762	cyclovalone
763	cycrimine
764	cyprodenate
765	cyproheptadine
766	cyproterone
767	cyproterone acetate
768	cysteamine
768	thioethanolamine
768	2-mercaptoethylamine
768	mercamine
768	mercaptamin
768	mercaptamine
768	mercaptoethylamine
769	cysteine
769	L-Cysteine
770	cytarabine
770	arabinocytosine
770	Arabinoside C
770	aracytidine
770	cyclocide
770	cytarabin
770	cytarabinoside
770	cytosine beta-D-arabinofuranoside
771	cytarabine ocfosate
771	fosteabine
771	cytarabine ocfosfate
772	cyverine
773	dacarbazine
774	dactinomycin
775	dabigatran
776	dabigatran etexilate
776	pradaxa
777	dalbavancin
778	dalfopristin
778	virginiamycin M1
779	danazol
780	dantrolene
781	dapiprazole
782	dapsone
783	daptomycin
784	darifenacin
785	dasatinib
785	sprycel
785	spyrcel
786	daunorubicin
786	acetyladriamycin
786	cerubidin
786	daunoblastina
786	daunomycine
786	daunorubicine
786	Leukaemomycin C
786	rubidomycin
787	deanol
787	norcholine
787	dimethylethanolamine
787	bimanol
787	liparon
787	varesal
787	rexolin
788	debrisoquin
789	decamethonium
790	decitabine
792	deferoxamine
793	deflazacort
794	dehydrocholic acid
795	dehydroepiandrosterone
796	dehydroepiandrosterone acetate
797	deladroxone
798	delapril
799	delavirdine
800	delorazepam
801	demecarium bromide
802	demeclocycline
802	demethylchlortetracycline
803	demegestone
804	demexiptiline
805	denaverine
806	denopamine
806	kalgut
806	carguto
807	deprodone propionate
808	deptropine
809	desalkylflurazepam
810	deserpidine
811	desflurane
812	desipramine
813	deslanoside
814	desloratadine
815	deslorelin
816	desmethyldiazepam
817	desmopressin
818	desogestrel
818	cerazette
819	desoximetasone
820	desoxycorticosterone
821	desoxycorticosterone acetate
822	desoxycorticosterone pivalate
823	detajmium
824	dexamethasone
824	dexasone
824	dexmethsone
825	dexamethasone acefurate
825	Sch 31353
826	dexamethasone acetate
827	dexamethasone dipropionate
828	dexamethasone palmitate
829	dexamethasone valerate
830	dexbrompheniramine
831	dexetimide
832	dexfenfluramine
833	dexketoprofen
834	dexloxiglumide
835	dexmedetomidine
836	dexmethylphenidate
837	dexniguldipine
838	dexpanthenol
838	(+)-panthenol
838	bepanthen
838	D-Panthenol
839	dexrazoxane
840	dextrofemine
841	dextroamphetamine
841	S-Amphetamine
841	D-Amphetamine
841	dexadrine
842	dextromethorphan
843	dextromoramide
844	dextropropoxyphene
844	propoxyphene hydrochloride
844	dextropropoxyphen
844	propoxyphene
844	d-Propoxyphene
844	propoxyphene napsylate
845	dextrose
845	D-Glucose
845	(+)-Glucose
845	glucose
846	dextrothyroxine
847	dezocine
848	taxoprexin
849	diacerein
850	diampromide
851	amidotrizoic acid
851	diatrizoate
851	diatrizoic acid
851	urogranoic acid
851	diatrizoate sodium
852	diazepam
853	diaziquone
854	diazoxide
854	dizoxide
854	hyperstat
854	hypertonalum
854	proglicem
855	dibekacin
856	dibenzepin
857	dibromodulcitol
858	dibromomannitol
859	dibucaine
860	dibunate
861	dichloralphenazone
862	dichloroacetic acid
862	dichlorethanoic acid
863	dichlorophen
863	dichlorofen
863	dichlorophene
863	dichlorphen
863	diclorofen
863	didroxan
863	didroxane
864	dichlorphenamide
865	diclofenac
866	dicloxacillin
867	dicoumarol
867	dicumarol
868	dicyclomine
869	didanosine
870	dienestrol
871	dienogest
871	dienogestril
871	dinagest
872	diethazine
872	dolisina
872	eazamine
872	eazaminum
872	parkazin
873	diethylcarbamazine
874	diethylpropion
875	diethylstilbestrol
875	agostilben
875	antigestil
875	distilbene
875	estrobene
875	estromenin
875	stilbestrol
876	difebarbamate
877	difemerine
878	difenoxin
879	diflorasone
880	diflunisal
881	digitoxin
881	digitoxoside
881	cardidigin
881	cardigin
881	carditoxin
881	coramedan
881	cristapurat
881	crystodigin
881	digicor
881	digipural
881	digisidin
881	digitophyllin
881	digitoxigenin tridigitoxoside
881	myodigin
881	purpurid
881	tradigal
881	unidigin
882	digoxin
883	dihexyverine
884	dihydralazine
885	alpha ergocryptine
886	dihydrocodeine
886	codhydrine
886	cohydrin
886	dehacodin
886	dihydroneopine
886	hydrocodeine
886	hydrocodin
887	dihydroergocristine
887	9,10-dihydroergocristine
887	dihydroergocristin
888	dihydroergotamine
889	dihydroquinidine
890	dihydrostreptomycin
891	dihydroxydibutyl ether
891	colenormol
891	dyskinebyl
892	diisopromine
893	dilazep
894	dilevalol
895	diloxanide
896	diloxanide furoate
897	diltiazem
898	dimecrotic acid
899	dimefline
900	dimemorfan
901	dimenhydrinate
902	dimetacrine
902	dimetacrino
902	dimetacrinum
902	dimethacrin
902	dimethacrine
903	dimethindene
904	dimethisterone
905	dimethoxanate
905	cotrane
905	tussidin
906	dimethyl sulfoxide
906	DMSO
906	demavet
906	demsodrox
907	dimethylacetamide
907	acetdimethylamide
907	DMAA
907	N,N-dimethylacetamide
908	dimethyltubocurarine
908	metocurine
909	dimetofrine
910	diminazenediaceturate
911	dimoxyline
912	dinoprost
913	dinoprostone
914	dioxethedrin
915	diphemanil
916	diphenhydramine
917	diphenidol
918	diphenoxylate
919	diphenpyramide
920	diphenylpyraline
921	dipipanone
922	dipivefrin
923	diprafenone
924	dipyridamole
925	dirithromycin
926	disopyramide
927	distigmine
928	disulfiram
929	ditazole
930	dithiazanine
931	ditiocarb
931	thiocarb
931	N,N-Diethyldithiocarbamic acid
931	N,N-diethyldithiocarbamate
932	diuron
933	dixyrazine
933	esocalm
933	esucos
934	menthol
934	(+/-)-Menthol
934	DL-Menthol
934	hexahydrothymol
934	menthacamphor
934	menthomenthol
934	thymomenthol
935	d-mannitol
935	mannitol
935	manicol
935	mannitol,d-
936	dobesilate
937	dobutamine
937	(+/-)-Dobutamine
938	docarpamine
939	docetaxel
940	docosanol
941	docusate
942	dofetilide
944	domiodol
945	domperidone
946	donepezil
947	dopamine
947	oxytyramine
947	dopamin
947	dophamine
947	hydroxytyramin
948	dopexamine
949	dorzolamide
950	dosmalfate
951	dosulepin
953	doxapram
954	doxazosin
955	doxefazepam
956	doxepin
957	doxercalciferol
958	doxifluridine
959	doxofylline
960	doxorubicin
960	hydroxydaunomycin
960	hydroxydaunorubicin
960	rubidox
961	doxycycline
962	doxylamine
962	(+/-)-Doxylamine
964	dromostanolone
965	dromostanolone proprionate
966	droperidol
967	dropropizine
968	drospirenone
969	drotaverine
970	droxicam
971	droxidopa
972	duloxetine
973	dutasteride
974	dyclonine
975	dydrogesterone
976	dyphylline
976	diprophylline
977	ebastine
978	eberconazole
979	ebrotidine
980	ebselen
981	ecabet
982	echothiophate
983	econazole
984	ectylurea
984	levanil
986	edatrexate
987	edetic acid
988	edrophonium
989	efavirenz
990	eflornithine
991	efloxate
992	efonidipine
993	egualen
994	elcatonin
995	eletriptan
996	elliptinium
997	eltanolone
997	pregnanolone
998	embramine
999	emedastine
1000	emepronium bromide
1001	emetine
1002	emorfazone
1003	emtricitabine
1004	emylcamate
1004	3-Methyl-3-pentanol carbamate
1004	diethyl methyl carbinol urethan
1005	enalapril
1006	enalaprilat
1007	encainide
1008	endralazine
1008	miretilan
1009	enflurane
1010	enfuvirtide
1011	eniporide
1012	enocitabine
1013	enoxacin
1014	fenoximone
1014	enoximone
1015	enprofylline
1016	enprostil
1016	camleed
1016	fundyl
1016	gardrin
1016	gardrine
1017	enrofloxacin
1018	entacapone
1019	entecavir
1020	epab
1021	epalrestat
1022	eperisone
1023	epervudine
1024	ephedrine
1024	ephedrin
1025	epicillin
1026	epimestrol
